time_s,dist_mm
0.0,0.0
9.727851192999879,0.2754064704844155
19.721020357999805,0.46459572618994177
29.749045818000013,0.4905651109309362
39.73659661799866,0.48220055845532994
49.72957773899907,0.6671432657681747
59.75766268899861,0.6461284956649401
69.74458947499988,0.7247727797816702
79.73736982199989,0.7770574703288791
89.72471702499934,0.9113273118972534
99.75461381199966,0.9356571919489298
109.74487743200008,1.0112413223401984
119.73564324499966,0.7951059199676895
129.71925839399955,0.8500274595785927
139.75209682399873,0.8952507015295245
149.7400896649997,0.8999018306129458
159.72701143299855,0.9073568901807026
169.72075471599965,0.9552620740093295
179.74911028399947,1.100119734459932
189.73560128899953,1.1541896902022641
199.73330879700003,1.150708867116479
209.7570004959998,1.3602461354176913
219.74692910199883,1.2778840971403942
229.7383041590001,1.5045525523108956
239.72920520299883,1.5202803795565496
249.75232893599969,1.4623058813643293
259.74594880099903,1.5430521106287283
269.73631305599883,1.5929432443530651
279.7259492939993,1.5881439419823775
289.7546149640002,1.6856103680395247
299.74105428300027,1.6906227659172106
309.7346606229985,1.9022493633965203
319.7207202619993,1.6754370234436937
329.7497501689995,1.6215893036233295
339.7404498069991,1.5998448952007296
349.7290936970003,1.6604711119761364
359.7561529019986,1.9650949840525276
369.7494721299991,1.8792230530259442
379.7403948529991,2.0855581652343145
389.7249593649995,1.7562517210854385
399.7574156479987,1.7106405400782208
409.7444483029995,2.0890770829276346
419.7333191090002,1.9080349315364558
429.7251455719998,2.164302024290499
439.7527863319992,2.1333503487793575
449.7413430420002,1.909133122041921
459.7339757819991,1.9375242397894625
469.72458686199934,2.05604597684957
479.7497145870002,2.145250706210719
489.741185638999,2.2629096009022645
499.7312305079995,1.9412638643051823
509.7573919019997,2.2652926529550474
519.7486045850001,2.1828093371364283
529.7359522089992,1.9804637529270237
539.7262458509995,2.0113596880009967
549.720408412999,2.2424432574761277
559.7439968910003,2.101297792106261
569.7317641739992,2.3544211015632412
579.7250471129992,2.374600526422903
589.7528572289993,2.182420670137447
599.7420229139989,2.2306087313808893
609.7329975199991,2.2064198382377196
619.7252912929998,2.2445001715556634
629.7476985909998,2.3490418900433676
639.7410684810002,2.361488427464646
649.7284350179998,2.349652995540162
659.7209940649991,2.3022431987149012
669.749751198,2.116834412427489
679.7364188739994,2.3789633057349007
689.7289506809993,2.331761057880097
699.7571281669989,2.3736519360319273
709.7482269809989,2.5099046981396977
719.7376927899986,2.4446535362641626
729.7253721119996,2.429370058631379
739.7541132789993,2.3764554890693366
749.7476084169994,2.483853835971519
759.7335389759992,2.369378186705836
769.7222726299988,2.1769720697302133
779.7553249510001,2.4981538743022162
789.7396463799996,2.4826466504973532
799.7296115049994,2.444483480039812
809.7217697479991,2.486427604157285
819.7499252219986,2.3298870679784383
829.7382069670002,2.522939952295155
839.72953237,2.587030420300911
849.756321548999,2.581437094621034
859.746465917,2.5774661851124043
869.7377206829988,2.456799446376839
879.7244677210001,2.4598714237829977
889.7477287689999,2.4688252350215047
899.7451071619998,2.593065719409431
909.7373088349996,2.5564215324452317
919.7204844789994,2.504685443590226
929.7534249660002,2.5222131825619343
939.7420012410003,2.303563417269728
949.7317758379994,2.4049217643733316
959.7220470759986,2.583987714992854
969.7487919549986,2.542331572425262
979.7336020530003,2.2862982946002535
989.728015794999,2.6048867376982296
999.7565551850003,2.35552322766798
1009.7427524649994,2.527953501662913
1019.7377136529994,2.395507733676051
1029.7262246589999,2.459023232811358
1039.7519284270002,2.2715039740098244
1049.7453405249998,2.3740585535908307
1059.7335751169994,2.246432052969977
1069.7204084149998,2.2546799067450967
1079.7534796359996,2.539488458259124
1089.7411275180002,2.290135671666536
1099.7330519219995,2.2394635387890185
1109.7211570239997,2.394737322838247
1119.7491562129999,2.2351012274488484
1129.736008016,2.4728423654925185
1139.7278420639996,2.3037677715581184
1149.757898463,2.2414333762410066
1159.7444363409993,2.288132754822836
1169.7377421109993,2.282948443807792
1179.7264080819987,2.289053139866083
1189.750928587,2.2938069157893706
1199.745402912,2.3600684229945443
1209.7336405869992,2.4385572045457806
1219.727018305999,2.3289717992980554
1229.7535513369985,2.3175360184478357
1239.7411052429998,2.302201505499214
1249.7343073579996,2.2659852901682624
1259.7220386829995,2.3209129117921954
1269.749360877,2.3746896467958765
1279.7417654829985,2.5654990616243376
1289.7281913999996,2.1972253656586225
1299.7189429849986,2.3534273579856135
1309.7494676389997,2.386290726690018
1319.7394212489999,2.2819282272512047
1329.728306441999,2.3403084256902487
1339.7573668749992,2.3409556558637687
1349.7450656349995,2.300344276781122
1359.7339058500002,2.278517920027163
1369.725138701,2.385635492863389
1379.7531649119992,2.375860998166788
1389.7417126539985,2.3709679763615457
1399.7338567179993,2.383550308208137
1409.7244866239998,2.2707777994530955
1419.7485741619987,2.4182788588718203
1429.744844605999,2.3369840599522127
1439.731759930999,2.33757408564944
1449.7573880869986,2.389150913338743
1459.7494811919987,2.345506453244567
1469.7380944709987,2.4614827680292066
1479.7241469749988,2.2041011729219733
1489.7570550869987,2.2856058197606903
1499.7443787479988,2.492085935678531
1509.7347144879986,2.3909195656569255
1519.7256746679996,2.404515712368708
1529.752542328999,2.3292514430302234
1539.7378946359986,2.3742170754796685
1549.7333083869999,2.2242658942723006
1559.7213001869986,2.134825126236743
1569.7532329749995,2.4346193820725013
1579.7401273329997,2.4665168696209405
1589.7299096099996,2.268455392678191
1599.720947111,2.3799287072050137
1609.7486547689987,2.438012701425329
1619.7374853469992,2.2754251532331167
1629.7286789619993,2.4391827299992728
1639.7572986269988,2.3983970449040664
1649.745020111999,2.3710940002834353
1659.7320312489992,2.531338966251636
1669.7245065119987,2.4569537128048564
1679.7551853229998,2.617632434320011
1689.739133784,2.3203348659840692
1699.7331937269992,2.496372955341294
1709.7216921219988,2.327398892141893
1719.7511532949993,2.356046047788135
1729.7410401609993,2.3729532349570297
1739.729136050999,2.4420985666936996
1749.7214865059996,2.533034188112918
1759.7491956879985,2.4354343009892294
1769.737526003999,2.6022110622782715
1779.7296501269993,2.402903936025928
1789.7574062429994,2.5622734490824532
1799.746170762999,2.4932072932545024
1809.737559485,2.488873731298243
1819.7244805539995,2.529459419625839
1829.7539460519997,2.531635086462747
1839.745013440999,2.5921696084426142
1849.7326155949993,2.55959771121784
1859.762032360999,2.453029594481723
1869.7554368189994,2.6083705438373737
1879.740698653999,2.4561908722352097
1889.729559956999,2.581541963762744
1899.7247515129998,2.4617307323719526
1909.7477490399997,2.7485139220500434
1919.737185598999,2.5358403516146804
1929.728641935999,2.5598114262005938
1939.7563742820003,2.524930830585848
1949.7454180799998,2.418169129618597
1959.7380048289997,2.716755588603458
1969.725751201,2.6403352168692678
1979.7533489909997,2.5108932264094563
1989.7449242029998,2.548740797986843
1999.733569717999,2.506264460810599
2009.719400210999,2.5098477279589133
2019.755704264,2.7453516681743
2029.7405082709995,2.5223621989062184
2039.726665107999,2.5900906766964975
2049.723626932999,2.546547811061666
