mode,cond,n,inst_disp_mm_mean,inst_disp_mm_std,creep_add_mm_mean,creep_add_mm_std,R30_mean,R30_std,res30_mm_mean,res30_mm_std,inst_strain_mean,inst_strain_std,creep_add_strain_mean,creep_add_strain_std,res30_strain_mean,res30_strain_std,res30_abs_mm_mean,res30_abs_mm_std
Compression,A,3,25.833333333333332,0.7023769168568484,3.1845994182082538,0.6881247632616163,0.9058444070092072,0.0884671054676443,2.733333333333333,2.5696951829610706,0.6888888888888888,0.018730051116182644,0.0849226511522201,0.018349993686976436,0.07288888888888888,0.06852520487896188,2.733333333333333,2.5696951829610706
Compression,B,3,23.833333333333332,0.7637626158259733,2.9110425566589093,0.42912930191807813,0.8961007007434881,0.027658632132849473,2.7666666666666657,0.6806859285554034,0.6355555555555555,0.020367003088692645,0.07762780151090425,0.011443448051148749,0.07377777777777776,0.018151624761477424,2.7666666666666657,0.6806859285554034
Tensile,A,3,11.433333333333332,0.41633319989322676,7.604248818774582,1.2410460032592459,0.8615281368730819,0.07645302780900193,-2.633333333333333,1.4468356276140448,0.3048888888888889,0.011102218663819392,0.2027799685006555,0.033094560086913236,-0.0702222222222222,0.0385822834030412,2.633333333333333,1.4468356276140448
Tensile,B,3,9.266666666666666,0.3055050463303892,5.694593396575439,1.6987261852536109,0.8832946063740037,0.08214896935088581,-1.6666666666666667,1.0408329997330665,0.2471111111111111,0.008146801235477058,0.1518558239086784,0.045299364940096294,-0.044444444444444446,0.027755546659548436,1.6666666666666667,1.0408329997330665
