stem,prefix,sample_type,mode,condition,speed_mm_min,n,energy_loss_density_MJ_m3_mean,energy_loss_density_MJ_m3_std,peak_stress_MPa_mean,peak_stress_MPa_std,modulus_MPa_mean,modulus_MPa_std,gap_x0_mm_mean,gap_x0_mm_std,modulus_type
MP_0122_1309,MP,MUSCLE,compression,A,50,3,0.0005934768042165755,4.0244834041877794e-05,0.025335241247106472,0.0017872239217279033,0.006099829219675529,0.0005247123322515366,5.651054407469927,0.3253398591987635,loading_0-0.5eps_at_sigmax
MP_0122_1309,MP,MUSCLE,compression,A,150,3,0.0006089064522756808,5.7068056272889414e-05,0.028013300012659142,0.0020330270648677416,0.006693339338852234,0.0006944993602760068,5.702165005728603,0.11720393065786289,loading_0-0.5eps_at_sigmax
MP_0122_1309,MP,MUSCLE,compression,A,300,3,0.0005802683826373107,5.4984396898447675e-05,0.033045874701605915,0.002124564672095082,0.006986549793106613,0.0008502771885165884,5.396612516138703,0.1040822555942473,loading_0-0.5eps_at_sigmax
MP_0122_1309,MP,MUSCLE,compression,B,50,3,0.0011849617088909158,0.0006262049960603508,0.05521138509114578,0.02267238776071939,0.00943485407508999,0.001032927618037621,5.486611613072454,0.5126459177714248,loading_0-0.5eps_at_sigmax
MP_0122_1309,MP,MUSCLE,compression,B,150,3,0.0011928957247172942,0.0006698943780877952,0.06109802811234089,0.02311784822879713,0.010329283739389336,0.0011551129006418623,5.549944310914724,0.455565889235149,loading_0-0.5eps_at_sigmax
MP_0122_1309,MP,MUSCLE,compression,B,300,3,0.001149393247647545,0.0007456647463750999,0.07036844889322919,0.023710691226420444,0.011162392489710259,0.0013308486639407656,5.4955004127696165,0.45558214841247324,loading_0-0.5eps_at_sigmax
