stem,prefix,sample_type,mode,condition,speed_mm_min,n,energy_loss_density_MJ_m3_mean,energy_loss_density_MJ_m3_std,peak_stress_MPa_mean,peak_stress_MPa_std,modulus_MPa_mean,modulus_MPa_std,gap_x0_mm_mean,gap_x0_mm_std,modulus_type
TT_0123_1729,TT,TENDON,tension,A,50,3,0.008801911053792235,0.0004093455277454281,0.26331872356181213,0.0012772423880439143,1.2033589307617718,0.018308060915972157,0.0,0.0,loading_0-0.5eps_at_sigmax
TT_0123_1729,TT,TENDON,tension,A,150,3,0.00944659237862361,0.0006500697325919611,0.27684938339960036,0.0043506466797316205,1.2985844133242648,0.024611040722540153,0.0,0.0,loading_0-0.5eps_at_sigmax
TT_0123_1729,TT,TENDON,tension,A,300,3,0.009113292509650346,0.0010355639325211182,0.25565526923354803,0.015118032433216954,1.2892527457850818,0.06646302812732359,0.0,0.0,loading_0-0.5eps_at_sigmax
TT_0123_1729,TT,TENDON,tension,B,50,3,0.007965384513373204,0.000521814497243574,0.2542401657623499,0.016729792881621644,1.153808477689095,0.11323567221815635,0.0,0.0,loading_0-0.5eps_at_sigmax
TT_0123_1729,TT,TENDON,tension,B,150,3,0.008630649565121629,0.0006870977543712479,0.2756735094550514,0.01556238083933352,1.2532719491377187,0.12463893444912971,0.0,0.0,loading_0-0.5eps_at_sigmax
TT_0123_1729,TT,TENDON,tension,B,300,3,0.008123765460392474,0.0007736240985998748,0.26989145343806503,0.014457024548079006,1.2966407340519992,0.1286604675671877,0.0,0.0,loading_0-0.5eps_at_sigmax
