time,MA,MC,MD
7.411601,0.041432,7.319661,0.055243
7.431601,0.055243,7.374901,0.055243
7.451601,0.055243,7.374901,0.055243
7.471601,0.055243,7.374901,0.041432
7.491601,0.069053,7.361091,0.041432
7.511601,0.069053,7.361091,0.027621
7.531601,0.041432,7.374901,0.027621
7.551601,0.055243,7.347281,0.041432
7.571601,0.055243,7.374901,0.041432
7.591601,0.055243,7.361091,0.027621
7.611601,0.055243,7.374901,0.041432
7.631601,0.041432,7.361091,0.041432
7.651601,0.055243,7.305851,0.027621
7.671601,0.055243,7.361091,0.027621
7.691601,0.069053,7.347281,0.041432
7.711601,0.055243,7.347281,0.027621
7.731601,0.055243,7.319661,0.041432
7.751601,0.055243,7.347281,0.013811
7.771701,0.055243,7.319661,0.041432
7.791601,0.041432,7.347281,0.041432
7.811601,0.055243,7.347281,0.041432
7.831601,0.055243,7.347281,0.055243
7.851601,0.055243,7.292041,0.027621
7.871601,0.055243,7.319661,0.027621
7.891601,0.055243,7.347281,0.027621
7.911601,0.055243,7.333471,0.013811
7.931601,0.069053,7.361091,0.041432
7.951601,0.069053,7.347281,0.027621
7.971601,0.041432,7.374901,0.041432
7.991601,0.055243,7.361091,0.041432
8.011601,0.055243,7.333471,0.041432
8.031601,0.069053,7.333471,0.027621
8.051601,0.055243,7.319661,0.055243
8.071601,0.055243,7.361091,0.055243
8.091601,0.055243,7.361091,0.055243
8.111601,0.055243,7.361091,0.055243
8.131601,-0.331457,7.347281,0.787209
8.151601,0.110485,7.292041,0.138107
8.171601,0.055243,7.181551,0.386699
8.191601,-0.082864,7.126311,0.552427
8.211601,0.082864,7.112501,0.303835
8.231601,-0.041432,6.988201,0.593859
8.251601,0.013811,6.960581,0.41432
8.271601,0.0,6.891531,0.497184
8.291601,-0.013811,6.822471,0.524806
8.311601,0.027621,6.739611,0.483374
8.331601,-0.027621,6.698181,0.552427
8.351601,0.0,6.587691,0.40051
8.371601,-0.013811,6.587691,0.524806
8.391601,-0.027621,6.504831,0.428131
8.411601,-0.013811,6.435781,0.566238
8.431601,-0.013811,6.352911,0.524806
8.451601,-0.013811,6.339101,0.552427
8.471601,0.013811,6.228621,0.593859
8.491601,-0.013811,6.173371,0.510995
8.511601,-0.027621,6.159561,0.593859
8.531601,-0.013811,6.049081,0.483374
8.551601,-0.027621,5.980021,0.580049
8.571601,-0.027621,5.924781,0.510995
8.591601,-0.013811,5.869541,0.566238
8.611601,-0.013811,5.841921,0.524806
8.631601,-0.041432,5.759051,0.566238
8.651601,-0.027621,5.690001,0.60767
8.671601,-0.041432,5.607141,0.538616
