time,MA,MC,MD
7.531601,-83.72048,128.57408,-0.30504
7.551601,-83.72048,128.57408,-0.30504
7.571601,-83.72048,128.57408,-0.30504
7.591601,-83.72048,128.57408,-0.30504
7.611601,-83.72048,128.57408,-0.30504
7.631601,-83.72048,128.57408,-0.30504
7.651601,-83.72048,128.57408,-0.30504
7.671601,-83.72048,128.57408,-0.30504
7.691601,-83.72048,128.57408,-0.30504
7.711601,-83.72048,128.57408,-0.30504
7.731601,-83.72048,128.57408,-0.30504
7.751601,-83.72048,128.57408,-0.30504
7.771701,-83.72048,128.57408,-0.30504
7.791601,-83.72048,128.57408,-0.30504
7.811601,-83.72048,128.57408,-0.30504
7.831601,-83.72048,128.57408,-0.30504
7.851601,-83.72048,128.57408,-0.30504
7.871601,-83.72048,128.57408,-0.30504
7.891601,-83.72048,128.57408,-0.30504
7.911601,-83.72048,128.57408,-0.30504
7.931601,-83.72048,128.57408,-0.30504
7.951601,-83.72048,128.57408,-0.30504
7.971601,-83.72048,128.57408,-0.30504
7.991601,-83.72048,128.57408,-0.30504
8.011601,-83.72048,128.57408,-0.30504
8.031601,-83.72048,128.57408,-0.30504
8.051601,-83.72048,128.57408,-0.30504
8.071601,-83.72048,128.57408,-0.30504
8.091601,-83.72048,128.57408,-0.30504
8.111601,-83.72048,128.57408,-0.30504
8.131601,-83.72808,128.57408,-0.30504
8.151601,-83.98736,128.57408,0.22112
8.171601,-84.25424,128.57408,0.74728
8.191601,-84.43728,128.57408,1.14384
8.211601,-84.71176,128.57408,1.72336
8.231601,-84.91768,128.57408,2.1656
8.251601,-85.16168,128.57408,2.68416
8.271601,-85.39808,128.57408,3.17984
8.291601,-85.6192,128.57408,3.65256
8.311601,-85.8632,128.57408,4.17112
8.331601,-86.08432,128.57408,4.65152
8.351601,-86.32072,128.57408,5.16248
8.371601,-86.54952,128.57408,5.6352
8.391601,-86.78592,128.57408,6.15376
8.411601,-87.01464,128.57408,6.63416
8.431601,-87.25104,128.57408,7.12216
8.451601,-87.47984,128.57408,7.61784
8.471601,-87.71624,128.57408,8.10592
8.491601,-87.94496,128.57408,8.6168
8.511601,-88.18136,128.57408,9.1048
8.531601,-88.41016,128.57408,9.62336
8.551601,-88.64656,128.57408,10.11104
8.571601,-88.87528,128.57408,10.60704
8.591601,-89.11168,128.57408,11.09504
8.611601,-89.34048,128.57408,11.59104
8.631601,-89.5768,128.57408,12.08624
8.651601,-89.8056,128.57408,12.55904
8.671601,-90.0344,128.57408,13.07744
8.691601,-90.27072,128.57408,13.54304
8.711601,-90.49952,128.57408,14.07664
8.731601,-90.72832,128.57408,14.54144
8.751601,-90.97232,128.57408,15.04544
8.771601,-91.20104,128.57408,15.54864
8.791601,-91.43744,128.57408,16.02144
8.811601,-91.66624,128.57408,16.55504
8.831601,-91.89496,128.57408,17.00464
8.851601,-92.13136,128.57408,17.53904
8.871601,-92.36016,128.57408,18.02704
8.891601,-92.59656,128.57408,18.51504
8.911601,-92.82528,128.57408,19.01824
8.931601,-93.06168,128.57408,19.49104
8.951601,-93.29048,128.57408,20.00944
8.971601,-93.52688,128.57408,20.46704
8.991601,-93.7556,128.57408,21.00864
9.011601,-93.9844,128.57408,21.47344
9.031601,-94.2208,128.57408,21.96944
9.051601,-94.44952,128.57408,22.47984
9.071601,-94.68592,128.57408,22.93744
9.091601,-94.91472,128.57408,23.47104
9.111601,-95.15112,128.57408,23.92864
9.131601,-95.38744,128.57408,24.45504
9.151601,-95.61624,128.57408,24.95024
9.171601,-95.84504,128.57408,25.43104
9.191601,-96.08136,128.57408,25.93424
9.211601,-96.31016,128.57408,26.40704
9.231601,-96.54656,128.57408,26.93344
9.251601,-96.77528,128.57408,27.39104
9.271601,-97.01168,128.57408,27.91664
9.291601,-97.24808,128.57408,28.39744
9.311601,-97.4692,128.57408,28.90064
9.331601,-97.7056,128.57408,29.38864
9.351601,-97.942,128.57408,29.86944
9.371601,-98.1708,128.57408,30.38784
9.391601,-98.4072,128.57408,30.85264
9.411601,-98.63592,128.57408,31.36384
9.431601,-98.87232,128.57408,31.83664
9.451601,-99.10112,128.57408,32.36224
9.471601,-99.33752,128.57408,32.85104
9.491601,-99.56624,128.57408,33.33104
9.511601,-99.80264,128.57408,33.84224
9.531601,-100.03144,128.57408,34.29984
9.551601,-100.26776,128.57408,34.81824
9.571601,-100.49656,128.57408,35.27584
9.591601,-100.73296,128.57408,35.80144
9.611601,-100.96168,128.56608,36.27424
9.631601,-101.19808,128.56608,36.77024
9.651601,-101.42688,128.56608,37.27344
9.671601,-101.66328,128.56608,37.73104
9.691601,-101.892,128.56608,38.24944
9.711601,-102.1284,128.56608,38.68384
9.731601,-102.3572,128.56608,39.21824
9.751601,-102.5936,128.55808,39.68304
9.771601,-102.82232,128.55808,40.19424
9.791601,-103.05872,128.55088,40.69744
9.811601,-103.28752,128.54288,41.15504
9.831601,-103.52392,128.53568,41.69664
9.851601,-103.75264,128.53568,42.12304
9.871601,-103.98904,128.52768,42.64944
9.891601,-104.21784,128.52768,43.12224
9.911601,-104.45424,128.52768,43.63344
9.931601,-104.68296,128.52048,44.13664
9.951601,-104.91936,128.51248,44.60944
9.971601,-105.14816,128.50528,45.13504
9.991601,-105.37688,128.50528,45.56224
10.011601,-105.61328,128.50528,46.10384
10.031601,-105.84984,128.49728,46.53104
10.051601,-106.07864,128.49008,47.05664
10.071601,-106.31464,128.45968,47.57584
10.091601,-106.54344,128.44368,48.02544
10.111601,-106.78024,128.44368,48.60464
10.131601,-107.00904,128.42848,49.04704
10.151601,-107.24504,128.41328,49.56544
10.171601,-107.47384,128.40608,50.03104
