cycle,step_index,angle_deg,measured,force_mean,force_std,n_samples,t_measure_start_unix,t_measure_end_unix
1,0,0,False,,,,,
1,1,45,True,3.028962,0.045483,183,1770990870.220474,1770990872.226981
1,2,90,True,2.352747,0.054297,182,1770990875.328525,1770990877.335957
1,3,135,True,3.044505,0.059903,182,1770990880.437248,1770990882.443384
5,0,0,False,,,,,
5,1,45,True,2.206011,0.036569,183,1770990899.656322,1770990901.663446
5,2,90,True,2.239011,0.070241,182,1770990904.765021,1770990906.768687
5,3,135,True,2.874586,0.043659,181,1770990909.870033,1770990911.873740
10,0,0,False,,,,,
10,1,45,True,1.920765,0.061174,183,1770990930.029086,1770990932.030203
10,2,90,True,2.032044,0.123246,181,1770990935.131432,1770990937.133488
10,3,135,True,3.369613,0.262286,181,1770990940.235011,1770990942.235458
15,0,0,False,,,,,
15,1,45,True,1.880328,0.058797,183,1770990958.971305,1770990960.974065
15,2,90,True,1.843956,0.101054,182,1770990964.075597,1770990966.080940
15,3,135,True,2.796154,0.117226,182,1770990969.182033,1770990971.187016
20,0,0,False,,,,,
20,1,45,True,1.915301,0.036098,183,1770990989.087253,1770990991.096229
20,2,90,True,1.853846,0.081840,182,1770990994.197609,1770990996.202934
20,3,135,True,2.814835,0.060839,182,1770990999.304387,1770991001.309324
40,0,0,False,,,,,
40,1,45,True,1.843956,0.049770,182,1770991030.630015,1770991032.639007
40,2,90,True,1.913812,0.048043,181,1770991035.739938,1770991037.745535
40,3,135,True,2.692818,0.047180,181,1770991040.846563,1770991042.853532
60,0,0,False,,,,,
60,1,45,True,1.734066,0.054051,182,1770991071.573528,1770991073.581847
60,2,90,True,1.848087,0.050100,183,1770991076.682621,1770991078.691222
60,3,135,True,2.551099,0.050126,182,1770991081.792173,1770991083.802018
80,0,0,False,,,,,
80,1,45,True,1.761538,0.048785,182,1770991123.637529,1770991125.637787
80,2,90,True,1.790110,0.029935,182,1770991128.738959,1770991130.743853
80,3,135,True,2.445902,0.049968,183,1770991133.845068,1770991135.853270
100,0,0,False,,,,,
100,1,45,True,1.432418,0.046936,182,1770991177.662217,1770991179.672345
100,2,90,True,1.520330,0.040356,182,1770991182.774097,1770991184.776800
100,3,135,True,2.335359,0.063845,181,1770991187.877724,1770991189.878867
200,0,0,False,,,,,
200,1,45,True,1.600000,0.034864,182,1770991282.383127,1770991284.388094
200,2,90,True,1.709239,0.105951,184,1770991287.489154,1770991289.499509
200,3,135,True,2.500000,0.000000,182,1770991292.601053,1770991294.602303
400,0,0,False,,,,,
400,1,45,True,1.308840,0.028466,181,1770991445.401682,1770991447.402958
400,2,90,True,1.627869,0.069846,183,1770991450.504587,1770991452.507922
400,3,135,True,2.347802,0.063686,182,1770991455.609569,1770991457.616093
600,0,0,False,,,,,
600,1,45,True,1.382609,0.070298,184,1770991557.475579,1770991559.485892
600,2,90,True,1.724176,0.042933,182,1770991562.587015,1770991564.594537
600,3,135,True,2.046703,0.060065,182,1770991567.696023,1770991569.705858
800,0,0,False,,,,,
800,1,45,True,1.265574,0.047643,183,1770991644.568596,1770991646.572142
800,2,90,True,1.287363,0.053648,182,1770991649.673617,1770991651.673990
800,3,135,True,2.016575,0.090378,181,1770991654.775171,1770991656.777570
999,0,0,False,,,,,
999,1,45,True,1.177348,0.041974,181,1770991776.179124,1770991778.184460
999,2,90,True,1.793956,0.115231,182,1770991781.285835,1770991783.291687
999,3,135,True,2.291758,0.027576,182,1770991786.393107,1770991788.396961
