target_N,mu,b,R2,n_points
20.0,0.19818805399838707,0.31422932377466906,0.75777788056858,15
37.5,0.15439368720527502,0.2119414503267731,0.8096400685475311,15
55.0,0.16590671982943545,0.13347310600527112,0.9487938562034058,15
