x*,E_mean_MPa,E_std_MPa,n
5.0,2.613388312866599,0.26057526191969493,3
6.0,2.1109246130723354,0.038875374759684105,3
7.0,1.6402074004097178,0.01039655511965852,3
8.0,1.067336666654419,0.05089940710023498,3
