z*,E_mean_MPa,E_std_MPa,n
25.0,0.01407705321071051,0.0002676833453127412,3
30.0,0.006935999464703309,0.00013989501160100882,3
35.0,0.004902209043534258,0.00023110917680130798,3
40.0,0.0036406099335481554,0.00012789841610982622,3
