direction,condition_index,xstar,E_mean_MPa,E_std_MPa,n
X,1,5.0,0.26712593136445534,0.010573449211386886,3
X,2,10.0,0.01372060848672512,0.0002915350971536344,3
X,3,15.0,0.011504089318183247,0.00030884286599490565,3
X,4,20.0,0.009830331937642517,0.00026380706136738537,3
