y*,E_mean_MPa,E_std_MPa,n
5.0,0.07554608917847848,0.0015243756498597612,3
10.0,0.005926516254818412,6.133267577122468e-05,3
15.0,0.004834158808738171,0.0002682323788480996,3
20.0,0.004449088770270579,0.00016867048898310208,3
