time_s,dist_mm
0.0,0.0
10.068217775999074,4.58793329831681
20.144335950000823,4.89027918678634
30.204682751998917,4.045497589589918
39.96823476600184,3.3789003827480126
50.028238236001926,3.738407152900207
60.10494493499937,3.9955002467804217
70.17443057399942,3.7594095717355875
80.23293259099955,3.759725387486816
89.98538800800087,4.1290330454170885
100.05363517899967,4.002589892146895
110.12196317800043,4.131440174732142
120.19208024800173,3.917559032239774
130.26191831600227,4.217669777918949
140.02237559399873,4.1044838753698
150.0898553119987,4.472457281332923
160.1581091400003,4.098103035883584
170.22692251999985,4.31131915016352
179.97022002399902,4.3265672235836545
190.04239905800208,4.386842348729692
200.11980622600095,4.693844247507537
210.1793005440013,4.498422280486603
220.24728104899987,4.381242853265684
230.00787624100118,4.369782691614555
240.06754906499916,4.49410575576965
250.13538229900223,4.577860556287551
260.2126924000004,4.559015682651067
269.9686762220008,4.541131994317729
280.03576520400026,4.647610910558587
290.09618752000097,5.07697164605175
300.1723355610011,4.749203254553345
310.24163408299864,4.597587727110783
319.98459621800066,4.873144485823134
330.05273775900065,4.938971195884232
340.13026753899976,4.8836807583625035
350.1896876419996,4.8205511934196466
360.27112429800036,5.0670170676575434
370.02016655899934,4.9717837362780735
380.0898673320007,4.9552526078503725
390.1577105770011,5.149272110941172
400.21723730699887,5.2219853315422
409.97770597799905,4.835959783469755
420.0505040290008,5.1796251308377155
430.1183121739996,5.120440759022742
440.1859295710019,5.052411390101937
450.25369362700076,5.15326247770792
459.998493760002,5.153450784300574
470.07462726000085,5.017478292423673
480.1346818759994,5.1045690019346805
490.21048337799954,5.517432339433976
499.9671689839997,5.237439757566493
510.03518547800195,5.34583904207606
520.0954729410005,5.392948396650965
530.1726964520021,5.1604771275913786
540.2409835040016,5.34552299372167
549.9922279359998,5.339718895873059
560.0517048889997,5.246142319763187
570.1286636490004,5.511414608526114
580.1878273660004,5.377287028565965
590.2661814259991,5.392389751853403
600.0204046299987,5.4742177930230165
610.0799993410001,5.442798553032362
620.148578190001,5.705749976468967
630.21604983,5.374625397026578
639.9687903420017,5.346656640484703
650.0505140650021,5.801344792536139
660.1170917189993,5.421462341713117
670.1852069119996,5.464400982699038
680.2530467389988,5.469664224954473
690.0064807620001,5.496732495927159
700.0755286029998,5.533603179952516
710.1405978399998,5.604733031353292
720.2016888530015,5.384971653652774
729.9663452929999,5.689985228582056
740.026036239,5.583077835455759
750.1008530460022,5.685999712249925
760.1707925160008,5.665482881436664
770.2382991710001,5.883572189724513
779.9909787309989,5.876294589914865
790.0584444039996,5.749013314187299
800.1191235949991,5.946901619087624
810.1962037550002,5.717800493306255
820.2545932300018,5.60591446729256
830.018427965002,5.705688794970144
840.0787039440002,5.749450303759196
850.1545866119995,5.7675297978414495
860.2155792800004,5.625036079764572
869.9762092730016,5.634445504587119
880.0395374090003,5.693751964796758
890.1077603550002,5.758795095061017
900.1829810990021,5.753751434497491
910.2530164160016,5.712173641179041
919.996335333999,5.54988491612167
930.0725971130014,5.687207543961673
