condition,metric,mean@1,std@1,mean@999,std@999,retention(999/1)
B,peak_stress_MPa,0.33698114408116747,0.010829903164002834,0.2430855822400982,0.01704858783361192,0.7213625643740679
B,modulus_MPa,2.588364550248142,0.15535164935719206,1.3302424285407037,0.14285714289096843,0.5139316362577967
B,energy_loss_density_MJ_m3,0.013337613184297001,0.0008811102705733884,0.0032008733994995362,0.0001581565841360251,0.23998847134568838
