condition,metric,mean@1,std@1,mean@999,std@999,retention(999/1)
A,peak_stress_MPa,0.00989754994710286,0.0004585451624562398,0.007293842456958903,0.00031986521565655226,0.736934139856895
A,modulus_MPa,0.01911001410818898,0.00020626878770511921,0.013844390077165642,0.0010395627667995062,0.7244573446564372
A,energy_loss_density_MJ_m3,0.0004862878535914379,1.5203531456316792e-05,0.00020326264820555993,1.153666778504016e-05,0.41798833078881326
