condition,metric,mean@1,std@1,mean@999,std@999,retention(999/1)
B,peak_stress_MPa,0.04184334366409865,0.02424527186776848,0.03736601935492628,0.02271527503919577,0.892997931878616
B,modulus_MPa,0.013053705680248218,0.0022329361532456736,0.010560197100418707,0.001235147482311502,0.8089807874554364
B,energy_loss_density_MJ_m3,0.001052870589821258,0.0006904491753797711,0.0002501517026043529,0.00016521636984232578,0.23759017017164497
