condition,metric,mean@1,std@1,mean@999,std@999,retention(999/1)
B,peak_stress_MPa,0.2927885574548423,0.015966317994881466,0.1993390167651535,0.014189211028224638,0.6808292595105879
B,modulus_MPa,1.373872254893919,0.09251857905996849,1.0698653915155285,0.06668166692841924,0.7787226124587079
B,energy_loss_density_MJ_m3,0.017247218515922428,0.001342052782014538,0.005561068779768665,0.001211487868140402,0.32243278964864697
