condition,metric,mean@1,std@1,mean@999,std@999,retention(999/1)
A,peak_stress_MPa,0.3792071829036794,0.006622919803674357,0.28687674983018113,0.008756631186876942,0.7565171831226871
A,modulus_MPa,2.723492930446087,0.20973987882401085,1.4299878118707798,0.06928401490187293,0.5250565536208529
A,energy_loss_density_MJ_m3,0.016375311666479146,0.00023241505068808668,0.004287534668816076,0.0001974086361786246,0.26182919483558986
