,peak_stress_MPa,peak_stress_MPa,peak_stress_MPa,modulus_MPa,modulus_MPa,modulus_MPa,energy_loss_density_MJ_m3,energy_loss_density_MJ_m3,energy_loss_density_MJ_m3
,mean,std,count,mean,std,count,mean,std,count
cycle,,,,,,,,,
1,0.3792071829036794,0.00662291980367433,3,2.723492930446087,0.2097398788240109,3,0.016375311666479146,0.00023241505068808668,3
2,0.36298823194438906,0.009117881822433704,3,1.8933826413095132,0.0872018404629011,3,0.011727469195874037,0.00023238725726363183,3
3,0.35475711433254936,0.011583090603658574,3,1.7141930373724943,0.1353200879388498,3,0.010633488248054856,0.000491788991808734,3
4,0.3512700398763023,0.011387401584832542,3,1.6197057266347012,0.08197801204223173,3,0.010153409190444407,0.0004613070984304256,3
5,0.3477748559445753,0.011100242808627972,3,1.606630026773847,0.058462119320627295,3,0.009769738942247724,0.00035089676224711553,3
6,0.34544743648191706,0.010535145035480763,3,1.6931217296122305,0.12854824714653612,3,0.009535457038006297,0.00034163528478216776,3
7,0.3438093224350289,0.010157314703271433,3,1.6270203858305463,0.19258947056113224,3,0.009366349049021526,0.0003739974113198579,3
8,0.34272265272075636,0.010255126749643984,3,1.578646962702093,0.056126443700876494,3,0.009246936470977475,0.0004581503662564618,3
9,0.341457574545932,0.010889582312969175,3,1.6017058755861733,0.06548010477939269,3,0.009132596337049673,0.00044062105412583677,3
10,0.3395275193817764,0.011133730992143232,3,1.5375753784613087,0.13367583491658427,3,0.008943942053402007,0.0003431262094474515,3
11,0.3387084623583321,0.01120097063673481,3,1.562013404165027,0.1347748014180616,3,0.008845768274183373,0.00035870470530052984,3
12,0.33831920753530914,0.011152834586041358,3,1.5991198494491172,0.13361040355327383,3,0.008802323583014846,0.0004488199396272576,3
13,0.3368676114244524,0.010587376018037213,3,1.6088575507258718,0.13628174580176686,3,0.008632769245496483,0.00037185516262668104,3
14,0.33667298401294093,0.010753613983739094,3,1.5632944305344416,0.060438141967692934,3,0.008584389589783727,0.0004039593261277298,3
15,0.3361377586312844,0.010891973545516515,3,1.5896040595503589,0.061662314204532664,3,0.008504966431268862,0.00040319611627764044,3
16,0.33542412478907613,0.010952557429788389,3,1.615817486966936,0.062197998205214856,3,0.008423102188249099,0.00041052150737495646,3
17,0.3349456657357772,0.011364847625091313,3,1.5711033780575636,0.07376246314065028,3,0.008384303202433203,0.0004032029285216152,3
18,0.33422392241808846,0.011482321423862163,3,1.5293591568273726,0.12940929192863385,3,0.008311953710314336,0.00040646767289212834,3
19,0.3341184992368529,0.010886701267308608,3,1.5583693927297482,0.12976803638874707,3,0.008247830184844387,0.0004109708439976864,3
20,0.3342563603200068,0.011169936300552024,3,1.5882220151991577,0.13006678202102198,3,0.008191155898118863,0.00042252368667669435,3
21,0.33399685710465815,0.011438535181347291,3,1.6165327274220076,0.13104269645431416,3,0.008140477917026734,0.00044877378887305116,3
22,0.3338914339234231,0.0119259011780832,3,1.644949065320235,0.12776996458639153,3,0.008101492608227134,0.00044534744550786743,3
23,0.3337941202176675,0.011945290413958242,3,1.5999527403213627,0.06579735809750244,3,0.00806365109205716,0.00044935249953814623,3
24,0.33325078536053104,0.01193980577720676,3,1.5570053981234526,0.06590092514872992,3,0.008011475889942563,0.0004494913853020417,3
25,0.33299128214518237,0.010866458092123943,3,1.5881995338187245,0.17335222587252225,3,0.007954457104811857,0.00043467783019878684,3
26,0.33292640634134524,0.010954853874018691,3,1.546698310914043,0.12521527946105776,3,0.007906944261269934,0.0004354285565872217,3
27,0.3323344146313312,0.011172982693832932,3,1.575976435868726,0.12787577640759204,3,0.007850064946857105,0.0004341410974288224,3
28,0.33148291970596855,0.011420306868578095,3,1.6016567516932787,0.12186964776974707,3,0.007793966825342451,0.00044147223297008045,3
