condition,metric,mean@1,std@1,mean@999,std@999,retention(999/1)
A,peak_stress_MPa,0.018884164315682874,0.006684577987004577,0.015835232204861126,0.005664955464637434,0.8385455633697447
A,modulus_MPa,0.00791565944065824,0.00034718125690870726,0.006757181716186501,0.0002973244932978407,0.8536473514106359
A,energy_loss_density_MJ_m3,0.0005269929807867705,4.075426064731579e-05,0.0001433383310586579,1.700224274605497e-05,0.2719928657202643
