time[s],MF(L),MD(L),MB(L),MA(L),ME(L),MC(L),MF(R),MD(R),MB(R),MA(R),ME(R),MC(R)
1751250440.6749868,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
1751250440.6870193,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
1751250440.6990302,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
1751250440.7089543,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
1751250440.721025,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
1751250440.732942,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
1751250440.7429888,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
1751250440.7549076,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
1751250440.7649164,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
1751250440.7769241,1.0246776342391968,-0.3688839375972748,0.2449694275856018,0.613853394985199,0.4441858232021332,-0.2935820519924164,1.1447793245315552,-4.503815650939941,0.0848337709903717,-0.027642466127872467,-3.7975027561187744,0.2525949478149414
